Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
1756,395,395-Command and Control,"After the EVILNUM agent collects data from the local system and stages it for exfiltration, which ATT&CK tactic most likely occurs to facilitate communication with the adversary and execute received tasks?",Exfiltration,Command and Control,Defense Evasion,Privilege Escalation,Command and Control: The agent communicates with a C2 server by sending a GET request to check.php and registers with the C2 to obtain a unique identifier. It periodically checks web pages every 50 hours for one-way communications containing the C2 node address. The C2 responds with tasks for the agent to execute.,"Initial Access: Prevailion's Tailored Intelligence Team has detected two new criminal campaigns targeting the global financial industry with the EVILNUM malware, which began with a victim being enticed to follow a link to a file hosted on a widely-used cloud provider. The link led to a compressed folder containing trojanized files disguised as typical business interactions, part of 'Know Your Customer' banking procedures. These files used images of credit cards, driver's licenses, passports, and utility bills as decoys while executing a headless Javascript agent.
Execution: The EVILNUM malware, once executed, downloads a compressed folder with trojanized files that masquerade as PDFs and JPEGs. These files, when opened, display decoy images while running a script in the background. The script, written in Phantom for Windows OS, includes a function named 'DeleteLeftovers' to remove attack artifacts. The agent can upload and download files, run commands, steal cookies, access protected data, and is designed to persist through reboots by adding a registry key.
Persistence: The EVILNUM agent ensures persistence through reboots by adding a registry key. The registry key location is modified based on the antivirus product detected on the host machine. If BitDefender or Avast is detected, the registry key is created at HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\. Otherwise, it is created at HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows. The key runs a shortcut file that maps to the core agent script.
Defense Evasion: The EVILNUM malware uses various techniques to evade detection, including timestomping, modifying registry keys, and using hidden windows. It also includes logic to adapt its actions based on the antivirus products detected on the host machine. The malware removes artifacts of its presence and uses a one-way communication method to obtain the C2 address, making it elusive.
Credential Access: The EVILNUM agent has the capability to steal web session cookies, allowing it to access other protected data on the infected machine.
Collection: The agent collects data from the local system and stages it for exfiltration. It is capable of retrieving subsequent payloads, indicating it likely serves as a first stage agent.
Exfiltration: The agent exfiltrates data over the command and control channel, including uploading harvested cookies and downloading files from the C2.
Others: Prevailion has shared findings with Cyber Threat Alliance members to deploy protections and disrupt malicious cyber actors. Recommendations include disabling Microsoft shortcut files on high-risk machines, segmenting them within the network, and monitoring network logs for abnormal connections to IP addresses associated with virtual private servers.",Command and Control,Prevailion Blog_ Phantom in the Command Shell,"Command and Control, Exfiltration, Privilege Escalation, Defense Evasion"
524,193,193-Initial Access,Which ATT&CK tactic most likely preceded the use of phishing emails with fake security alerts and compromised public figure accounts to gain access to targets' credentials in the Charming Kitten campaign?,Resource Development,Persistence,Command and Control,Initial Access,"Initial Access: The campaign utilized phishing attacks through unknown email or social media accounts and compromised accounts of public figures. The attackers sent fake security alerts from email addresses like notifications.mailservices@gmail[.]com, and noreply.customermails@gmail[.]com, claiming unauthorized access attempts. They also used Google Site to create fake Google Drive download pages to trick users into entering their credentials.","Reconnaissance: Certfa's review of 'The Return of The Charming Kitten' campaign reveals that Iranian state-backed hackers have targeted individuals involved in sanctions against Iran, as well as politicians, activists, and journalists worldwide. The attackers collected information on their targets prior to phishing attacks, tailoring their approach based on the target's cyber knowledge, contacts, activities, working time, and geographic location.
Persistence: In some cases, the hackers did not change the passwords of the victim's accounts, allowing them to remain undetected and monitor communications in real-time.
Defense Evasion: The attackers used images instead of text in phishing emails to bypass Google's security systems. They also used third-party services like Firefox Screenshot to host these images. Additionally, a hidden tracking image was used in emails to alert the attackers when a target opened the email.
Credential Access: The phishing pages were designed for both desktop and mobile versions of Google and Yahoo! mail services. The attackers verified the victims' credentials in real-time and, if correct, prompted for the 2-step verification code, allowing them to bypass even two-factor authentication methods.
Others: The campaign's phishing infrastructure included over 20 domain names set up between September and November 2018. Technical reviews indicated that the attackers used VPNs and proxies with Dutch and French IP addresses but were traced back to real Iranian IP addresses during the preparation phase. The campaign's timing, methods, and targets suggest it is linked to the Charming Kitten group, known for its connections to the Iranian government. The campaign coincides with the U.S. imposing new sanctions on Iran on November 4, 2018, and aims to infiltrate accounts of individuals working on sanctions against Iran.",Initial Access,The Return of The Charming Kitten,"Initial Access, Persistence, Command and Control, Resource Development"
1712,39,39-Resource Development,Which ATT&CK tactic most likely preceded the use of phishing emails with ZIP attachments containing LNK files by BRONZE PRESIDENT to gain initial access to target networks?,Initial Access,Resource Development,Defense Evasion,Impact,"Resource Development: BRONZE PRESIDENT has developed its own remote access tools and also utilizes publicly available tools. The group's infrastructure is linked to entities within the PRC and PRC-based Internet service providers. Tools such as PlugX, historically leveraged by PRC-based groups, are part of their arsenal.","Reconnaissance: The BRONZE PRESIDENT cyberespionage group, likely based in the People's Republic of China (PRC), has been observed targeting non-governmental organizations (NGOs) and political and law enforcement organizations in South and East Asia since mid-2018. The group uses phishing lures related to national security, humanitarian, and law enforcement topics to gather information.
Initial Access: BRONZE PRESIDENT likely uses phishing emails with ZIP attachments containing LNK files as an initial access vector. The group has been observed gaining administrator access to all systems within a targeted business unit and installing remote access tools on a significant number of hosts.
Execution: The group employs a variety of tools for execution, including Cobalt Strike, PlugX, ORat, and RCSession. Cobalt Strike is installed on over 70% of accessible hosts in some intrusions, and RCSession is installed via DLL side-loading.
Persistence: BRONZE PRESIDENT uses WMI event consumers and scheduled tasks to maintain persistence on compromised hosts. The group creates and maintains tasks like the Sysdriver scheduled task to periodically execute payloads.
Privilege Escalation: After compromising a network, BRONZE PRESIDENT elevates privileges and installs malware on a large proportion of systems. The group uses native tools like vssadmin on domain controllers to create volume shadow copies and retrieve NTDS.dit files containing password hashes.
Defense Evasion: BRONZE PRESIDENT takes steps to minimize detection, such as deleting volume shadow copies after use and killing processes post-execution. The group installs malware on many hosts but exercises restraint to avoid detection.
Credential Access: The group collects credentials from high-privilege network accounts and reputationally sensitive accounts, such as social media and webmail accounts. They also extract password hashes from NTDS.dit files for offline exploitation.
Discovery: BRONZE PRESIDENT uses tools like Nmap, Nbtscan, net user, and ping commands to understand network environments and identify opportunities for lateral movement.
Lateral Movement: The group leverages Wmiexec extensively to move laterally and execute WMI commands on remote hosts. They also use net commands to connect to other hosts using compromised credentials.
Collection: BRONZE PRESIDENT targets specific data types and uses custom batch scripts to collate identified files into archives. They use scripts named after various file extensions to collect files from specific locations.
Command and Control: The group's C2 techniques vary based on the remote access tools used. RCSession communicates with a hard-coded C2 server using a custom protocol, while ORat uses a raw socket protocol. Cobalt Strike uses malleable C2 profiles and connects to multiple C2 domains.
Exfiltration: BRONZE PRESIDENT uses tools like RCSession and Cobalt Strike to exfiltrate archived data. They target specific data types and use custom batch scripts to create lists of files with predefined criteria for exfiltration.
Others: Secureworks Counter Threat Unit researchers have been monitoring BRONZE PRESIDENT activity since mid-2018, with artifacts suggesting network intrusions dating back to 2014. The group's long-term objective appears to be monitoring target networks. BRONZE PRESIDENT's systemic long-term targeting does not align with patriotic or criminal threat groups, suggesting government sponsorship or tolerance.",Resource Development,BRONZE PRESIDENT Targets NGOs,"Resource Development, Initial Access, Impact, Defense Evasion"
2155,98,98-Impact,"After APT41 collects source code and digital certificates from game production environments, which ATT&CK tactic most likely occurred as they manipulated virtual currencies and attempted to deploy ransomware in the video game industry?",Collection,Impact,Command and Control,Persistence,Impact: APT41 manipulates virtual currencies and has attempted to deploy ransomware in the video game industry for financial gain.,"Reconnaissance: APT41 has conducted reconnaissance activities, targeting call record information at telecom companies and hotel reservation systems, particularly ahead of Chinese officials' stays, suggesting tasks to reconnoiter facilities for security reasons.
Initial Access: APT41 has utilized spear-phishing emails with attachments, such as compiled HTML (.chm) files, to initially compromise victim organizations.
Execution: APT41 deploys a variety of malware, including backdoors, credential stealers, keyloggers, and rootkits, to execute their operations within compromised systems.
Persistence: APT41 has deployed rootkits and Master Boot Record (MBR) bootkits to maintain persistence on select victim systems, with bootkits adding stealth by executing before the operating system initializes.
Defense Evasion: APT41 uses bootkits for defense evasion, which are executed prior to the operating system initializing, adding an extra layer of stealth.
Credential Access: APT41 uses malware such as credential stealers and keyloggers to access credentials within compromised systems.
Discovery: APT41 is adept at moving laterally within networks, including pivoting between Windows and Linux systems, to discover and access game production environments.
Lateral Movement: APT41 moves laterally within targeted networks, including pivoting between Windows and Linux systems, until accessing game production environments.
Collection: APT41 collects source code and digital certificates from game production environments.
Others: APT41 is a Chinese cyber threat group involved in state-sponsored espionage and financially motivated operations since 2014. They are known for supply chain compromise tactics, limiting malware deployment to specific systems, and using non-public malware typically reserved for espionage in financially motivated activities. APT41's malware arsenal includes over 46 different families and tools, and they have been linked to Chinese espionage contractors advertising their services online. The group's activities suggest a blurred line between state power and crime.",Impact,blog_APT41,"Impact, Collection, Command and Control, Persistence"
1313,325,325-Defense Evasion,"After maintaining persistence by using the Word startup folder to execute the 'intel.wll' file each time Microsoft Word is launched, which ATT&CK tactic most likely describes the attackers' use of encrypted files and restricted directory listing to hide their operation timeline and payload delivery server activities?",Defense Evasion,Credential Access,Persistence,Collection,"Defense Evasion: The attackers' C&C server at 95.179.242[.]6 was found to have directory listing enabled for a limited time, revealing the operation timeline and working hours of the attackers. All files on the server were encrypted, but decryption was possible using the same scheme observed in the infection chain. The attackers seem to enable directory listing when actively using a payload delivery server.","Initial Access: Check Point Research identified a campaign targeting the Mongolian public sector using two RTF documents exploiting Microsoft Word vulnerabilities to deliver a new malware implant. The documents, weaponized with RoyalRoad tool version 7.x, were sent under the guise of information related to COVID-19, originating from the Mongolian Ministry of Foreign Affairs. Upon opening, the RTF files exploit the Equation Editor vulnerabilities, leading to the dropping of 'intel.wll' into the Word startup folder, establishing persistence and requiring a relaunch of Word for full execution.
Execution: The 'intel.wll' file, once executed, downloads and decrypts the next stage of the infection chain from the server at 95.179.242[.]6. This stage is a DLL file acting as the main loader for the malware framework, which communicates with another C&C server at 95.179.242[.]27 to receive additional functionality. The threat actor's C&C server operates within a limited daily window, complicating the analysis of the advanced parts of the infection chain. The final stage involves downloading and decrypting a RAT module, also a DLL, which is loaded into memory. This modular architecture suggests the possibility of additional modules beyond the observed payload.
Persistence: The malware uses the Word startup folder to maintain persistence by dropping the 'intel.wll' file, which is executed every time Microsoft Word is launched.
Collection: The RAT module downloaded during the final stage of the infection chain has capabilities to take screenshots, list files and directories, create and delete directories, move and delete files, download files, and execute new processes.
Command and Control: The main loader of the malware communicates with a C&C server at 95.179.242[.]27 to receive additional functionality. The RAT module communicates with the C&C server to receive commands and send collected data.
Others: The campaign, attributed to a Chinese-based threat actor, has been active since at least 2016, targeting various sectors in countries like Ukraine, Russia, and Belarus. The infrastructure used includes Vultr servers and GoDaddy-registered domains. The malware's full intention remains unclear, but it is part of a long-running operation leveraging the COVID-19 pandemic to lure victims. Check Point SandBlast Agent can protect against this APT attack.",Defense Evasion,Vicious Panda_ The COVID Campaign - Check Point Research,"Defense Evasion, Collection, Credential Access, Persistence"
1405,341,341-Credential Access,Which ATT&CK tactic most likely occurred after the spyware achieved persistence by adding the WindowsApps folder to the %PATH% environment variable and setting up scheduled tasks to execute sysBus32.exe every 3 hours?,Command and Control,Persistence,Credential Access,Execution,"Credential Access: The spyware components include libchrome.exe, which queries Google Chrome's SQLite databases to log usernames and passwords. It uses stolen tokens from Local State and Login Data files to decrypt the stored passwords.","Initial Access: During routine analysis, Bitdefender researchers discovered that the initial access to infected systems was primarily through an installer named 20SPEED-VPN-v9.2.exe, which contained components of the SecondEye monitoring application. This installer was not recognized as a valid InnoSetup executable, indicating it was a different type of installer, possibly Smart Install Maker. The installer placed spyware components in the %LOCALAPPDATA%\Microsoft\WindowsApps directory and launched the first stage of the spyware, sysCrt32.exe, along with a legitimate InnoSetup installer for the VPN software located in the %TEMP% folder.
Execution: The execution flow begins with sysCrt32.exe, which ensures persistence and adds the WindowsApps folder to the %PATH% environment variable. It then executes various batch files for initialization and sets up scheduled tasks to run sysBus32.exe every 3 hours. sysBus32.exe is responsible for downloading and executing the second stage from the C2 server. Other executables like libCache32.exe, libTemp32.exe, and libchrome.exe are also part of the execution process, performing keylogging, clipboard logging, and Chrome password extraction, respectively.
Persistence: The spyware establishes persistence by adding the WindowsApps folder to the %PATH% environment variable and setting up scheduled tasks to run sysBus32.exe every 3 hours. sysCrt32.exe checks for the presence of the folder in the environment variables and the scheduled task, and if not found, calls scripts to add them.
Collection: The collection process involves sysOptimizer.bat, which collects and archives personal files from the infected system, including files from the Firefox directory and various file types from potential personal data folders. libCache32.exe and libTemp32.exe are also involved in the collection process, performing keylogging and clipboard content logging.
Command and Control: The C2 servers belong to SecondEye and are hosted on Novinhost. The IP used by the initial execution flow is 213.232.124.157, and the other IP used by the additional payloads is 94.130.247.148. The servers are not always running, and the malware uses curl.exe to access the FTP servers.
Exfiltration: The exfiltration process is handled by sysUp32.bat, which collects all files created by the components and uploads them to the FTP server. It also exfiltrates Chrome passwords and crypto-wallet data for various applications.
Others: The campaign distribution indicates a growing number of detections in the past 6 months, particularly in Iran, as individuals seek VPN access to the internet. Bitdefender protects against this threat by detecting the malicious installer and blocking the process that initializes the spyware. The malicious executables from the second stage are also detected, and existing infections are identified by detecting the persistence process. The article recommends using well-known VPN solutions from legitimate sources and a security solution like Bitdefender to protect against information stealers.",Credential Access,Bitdefender-PR-Whitepaper-EyeSpyVPN-creat625-en-EN,"Credential Access, Persistence, Command and Control, Execution"
1363,336,336-Initial Access,Which ATT&CK tactic most likely occurred after attackers enticed victims with Arabic language decoy documents related to Palestine Territories' current events and directed them to a malicious site via bit.ly links?,Initial Access,Execution,Lateral Movement,Reconnaissance,"Initial Access: In the TopHat campaign, attackers used Arabic language decoy documents related to current events within the Palestine Territories to entice victims. The attacks were deployed via malicious RTF files, self-extracting Windows executables, and RAR archives. The RTF files made HTTP requests to a bit.ly URL, which redirected to a malicious site. The self-extracting executables loaded a decoy document and spawned an instance of Scote malware.","Execution: The Scote malware family, once executed, provides backdoor access for an attacker. It collects command and control (C2) information from Pastebin links and Google+ profiles. The bit.ly links obscured the C2 URLs, preventing victims from evaluating the legitimacy of the final site.
Defense Evasion: Scote malware employs various techniques to evade detection, including the use of legitimate third-party online services to host its C2 information. The malware uses a series of techniques and tricks when loaded onto a victim machine, including layers of obfuscation.
Command and Control: Scote malware retrieves C2 information from Pastebin postings or Google+ accounts. It uses this information to communicate with C2 servers and can accept commands to kill the malware, run 'ipconfig', run 'cmd.exe /C systeminfo', and load a DLL from a C2.
Others: The TopHat campaign overlaps with the previously reported DustySky campaign. The attacker tested their malware against multiple security products and submitted files that appear to be new variants of the DustySky Core malware. The campaign leveraged political events to target individuals or organizations within the Palestine region. Palo Alto Networks customers are protected by this threat through tagging in AutoFocus, flagging of malicious domains, marking samples as malicious within WildFire, and blocking exploits used by the RTF files. Google, Pastebin, and bit.ly have been notified of the malicious content hosted on their services.",Initial Access,unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services,"Initial Access, Execution, Reconnaissance, Lateral Movement"
757,232,232-Initial Access,Which ATT&CK tactic most likely occurred after Emissary Panda performed reconnaissance by identifying systems vulnerable to CVE-2017-0144 to facilitate their exploitation of Microsoft SharePoint?,Privilege Escalation,Lateral Movement,Execution,Initial Access,"Initial Access: Emissary Panda gained initial access by exploiting a vulnerability in Microsoft SharePoint (CVE-2019-0604) to install webshells on servers. This activity was first observed on April 1, 2019, and continued until April 16, 2019.","Reconnaissance: In April 2019, Unit 42 observed Emissary Panda (APT27, TG-3390, Bronze Union, Lucky Mouse) exploiting a vulnerability in Microsoft SharePoint (CVE-2019-0604) to install webshells on SharePoint servers of Middle East Government Organizations. They used tools to identify systems vulnerable to CVE-2017-0144, the same exploited by EternalBlue in the WannaCry attacks.
Execution: The threat actors uploaded a variety of tools to the compromised servers, including legitimate applications and post-exploitation tools like Mimikatz. They also uploaded custom backdoors such as HyperBro, commonly associated with Emissary Panda.
Persistence: The actors installed webshells on SharePoint servers for persistence. These included the Antak webshell, a variant of the China Chopper webshell, and other related webshells like stylecs.aspx, stylecss.aspx, and test.aspx.
Defense Evasion: Emissary Panda used webshells to upload legitimate executables for DLL sideloading, running malicious DLLs with code overlaps with known Emissary Panda attacks. They also used the China Chopper webshell to maintain access and evade defenses.
Credential Access: The actors used tools like Mimikatz to dump credentials, which were then used to pivot to additional systems within the network.
Discovery: The threat group used tools to perform network reconnaissance, identifying vulnerable systems and gathering information to facilitate lateral movement.
Lateral Movement: Emissary Panda moved laterally across the network using stolen credentials and exploiting vulnerabilities, particularly CVE-2017-0144 (EternalBlue).
Command and Control: The HyperBro backdoor was used for command and control, configured to communicate with a C2 server over HTTPS (hxxps://185.12.45[.]134:443/ajax).
Others: The CTI report includes indicators of compromise (IoCs) and SHA256 hashes of the webshells and malicious tools used by Emissary Panda. Additionally, the report correlates findings with advisories from the Saudi Arabian National Cyber Security Center and the Canadian Center for Cyber Security.",Initial Access,Emissary Panda Attacks Middle East Government Sharepoint Servers,"Initial Access, Execution, Lateral Movement, Privilege Escalation"
1528,360,360-Defense Evasion,"After RIG EK successfully executed obfuscated PowerShell scripts to fetch malware from Command and Control infrastructure, which ATT&CK tactic most likely occurred before its infrastructure tested malware against antivirus detection to remain undetected?",Defense Evasion,Execution,Privilege Escalation,Command and Control,Defense Evasion: RIG EK uses proxy servers to make infections harder to detect and has an integrated Antivirus testing feature to check if the malware is detected by popular antivirus software.,"Resource Development: RIG EK uses known browser vulnerabilities to execute commands on victim machines, which are slightly modified versions of publicly available exploits, usually obfuscated. This behavior falls under Obtain Capabilities and Compromise Infrastructure techniques. RIG EK also uses malvertising and compromised websites to redirect users to its landing page.
Initial Access: RIG EK delivers exploits to victims through malvertising, redirecting users to advertising pages that execute RIG exploits, or by visiting compromised sites with injected exploit kit javascript. This process is non-disruptive and requires limited interaction, aligning with the Drive-by Compromise technique.
Execution: Upon successful execution on the victim machine, RIG EK runs an obfuscated PowerShell script to fetch malware from the C&C infrastructure, using Command and Scripting Interpreter and Exploitation for Client Execution techniques.
Command and Control: RIG EK's infrastructure includes Virtual Dedicated Servers (VDS), proxy servers, and an API server. The API serves the exploit through the proxy server, which is a reverse proxy to the VDS. The exploit server detects the user's browser and returns the exploit code encrypted with a custom version of the RC4 algorithm.
Others: RIG EK has been active since 2014, distributing various types of malware, including Dridex, RaccoonStealer, and SmokeLoader. It targets machines running outdated versions of Internet Explorer. With new exploits added to its arsenal, RIG EK achieved a 30% exploitation rate in 2022. The exploit kit operates as a service model, distributing different types of malware for various threat actors. It has intercepted victim traffic from 207 countries, with the most successful campaigns in Russia, Mexico, Brazil, and the Middle East. The highest exploit try rates and successful infections occurred on Tuesdays, Wednesdays, and Thursdays. RIG EK's operators have a close relationship with the developer of Dridex malware.",Defense Evasion,[RIG] RIG Exploit Kit_ In-Depth Analysis,"Defense Evasion, Execution, Privilege Escalation, Command and Control"
416,174,174-Lateral Movement,"After performing credential dumping using Mimikatz and executing reconnaissance commands to discover remote systems, user accounts, and network topology, which ATT&CK tactic most likely occurred when the actors leveraged the collected credentials to execute commands on other systems using webshells?",Lateral Movement,Reconnaissance,Credential Access,Discovery,"Lateral Movement: Using the collection of webshells, the actors moved laterally to other systems on the network by dumping credentials with a variant of the notorious Mimikatz tool and using Impacket's atexec tool to use dumped credentials to run commands on other systems.","Initial Access: On September 10, 2019, unknown threat actors exploited a vulnerability in SharePoint described in CVE-2019-0604 to install several webshells on the website of a Middle East government organization. One of these webshells is the open source AntSword webshell, similar to the China Chopper webshell.
Execution: The actors used the AntSword webshell to run a variety of commands on the compromised server for initial system and user discovery, as well as to ping systems of interest. They also uploaded tools to the server, including cURL, a custom Mimikatz variant, and compiled variants of Impacket's wmiexec and atexec tools.
Defense Evasion: The actors used a custom Mimikatz variant with a .NET loader to evade detection. Additionally, they uploaded the Dumpert tool, designed to evade antivirus and EDR solutions by using direct system calls and API unhooking.
Credential Access: The actors used Mimikatz to dump credentials from memory and Impacket tools to use the pass the hash technique to run commands on other systems.
Discovery: The actors ran various commands to do initial discovery on the system and network, including user accounts, files and folders, privileged groups, remote systems, and network configuration.
Command and Control: The actors used the AntSword webshell to communicate with the compromised server and run commands. They also used the AntSword Shell Manager to interact with the webshell.
Others: Palo Alto Networks customers are protected from the threat described in this report through Threat Prevention signatures for the exploits and C2 traffic as well as through WildFire. The CVE-2019-0604 vulnerability is covered by IPS signature Microsoft SharePoint Remote Code Execution Vulnerability (55411). The Awen Webshell and AntSword ASPX Webshell are detected by IPS signatures. The Mimikatz, Impacket atexec, and Dumpert tools are all marked with malicious verdicts by WildFire.",Lateral Movement,Actors Still Exploiting SharePoint Vulnerability to Attack Middle East Government Organizations,"Lateral Movement, Discovery, Reconnaissance, Credential Access"
119,12,12-Execution,Which ATT&CK tactic most likely occurred after 'Surtr' was delivered through malicious email attachments and before it achieved persistence by modifying the Windows registry to ensure it runs upon system restart?,Reconnaissance,Lateral Movement,Initial Access,Execution,Execution: The 'Surtr' malware creates a new explorer or iexplore process and injects itself into this new process using the CreateRemoteThread function.,"Initial Access: The Citizen Lab analyzed a malicious email sent to Tibetan organizations in June 2013, which appeared to be from a prominent member of the Tibetan community and contained repurposed content from a community mailing list. The email had three attachments that seemed to be Microsoft Word documents (.doc) but were actually trojaned with a malware family named 'Surtr'. All three attachments dropped the same malware, which has been used in attacks on Tibetan groups since November 2012.
Persistence: For persistence, 'Surtr' adds a key to the registry to ensure it runs when the infected computer is restarted. It also stores its command and control (C2) information and a campaign code in the registry. Depending on the configuration, 'Surtr' will either create multiple registry keys in Software\Microsoft\Windows Media in HKU (hkey users) with text data or a single key called XC consisting of binary data, usually xor encrypted with a key of 0x1.
Defense Evasion: The 'Surtr' malware uses a vulnerability in Microsoft Word (CVE-2012-0158) to execute malicious code. Despite the vulnerability being known since April 2012 and a patch released by Microsoft, the malware was initially detected by only three antivirus engines, highlighting the need for up-to-date systems and applications. The malware also attempts to evade antivirus heuristics by padding the resource section with varying amounts of 00 bytes, resulting in a much larger file size (30-50mb).
Discovery: 'Surtr' has capabilities including listing file directories and contents on the victim computer and any USB drives connected, viewing web cache, executing remote commands, and logging keystrokes. It creates folders to store temporary information such as file and directory listings and keylogger output, which is disguised by adding a constant to the ordinal value of the character.
Command and Control: 'Surtr' connects to a command and control server (C2) and downloads a stage two component to a specific directory. The sample analyzed connects to internet.3-a.net on port 9696. In May 2012, this domain resolved to the same IP as another domain used in Android malware attacks targeting the Tibetan community.
Others: The Citizen Lab's research into 'Surtr' malware targeting the Tibetan community reveals that the malware monitors mailing lists and discussion groups to repurpose content for targeted attacks. The malware can download additional components, such as 'GmRemote' or 'LURK0', which can provide attackers with further abilities like accessing the victim computer's webcam or microphone. 'Surtr' has been used in conjunction with the Gh0st RAT derived 'LURK0' malware. The Citizen Lab continues to monitor targeted malware campaigns using 'Surtr' and will post updates as available.",Execution,Surtr_Malware_Tibetan,"Execution, Initial Access, Lateral Movement, Reconnaissance"
1298,322,322-Defense Evasion,"After gaining persistence through Windows registry entries, services, and scheduled tasks, which ATT&CK tactic most likely occurred when the OceanLotus Group exploited DLL hijacking vulnerabilities in trusted applications and implemented DNS Tunneling to avoid detection?",Execution,Defense Evasion,Credential Access,Initial Access,"Defense Evasion: To maintain stealth and avoid detection, the OceanLotus Group exploited DLL hijacking vulnerabilities in trusted applications, bypassing application whitelisting and security software. They also implemented DNS Tunneling as a command-and-control communication method to overcome network filtering solutions, configuring the backdoor to communicate with Google and OpenDNS servers.","Reconnaissance: The OceanLotus Group, also known as APT-C-00, SeaLotus, and APT32, initiated Operation Cobalt Kitty by targeting a global corporation based in Asia. They focused on the company's top-level management, including vice presidents, senior directors, and key personnel in operational departments. The attackers used spear-phishing attacks to gather information and compromise over 40 PCs and servers, including critical infrastructure such as the domain controller, file servers, web application server, and database server.
Resource Development: The OceanLotus Group developed a sophisticated arsenal for Operation Cobalt Kitty, which included modified publicly-available tools and six undocumented custom-built tools. These tools were designed to evade traditional security products and included two backdoors exploiting DLL sideloading in applications from Microsoft, Google, and Kaspersky, as well as a novel backdoor targeting Microsoft Outlook for command-and-control and data exfiltration.
Initial Access: The initial penetration vector for Operation Cobalt Kitty was social engineering through spear-phishing emails containing links to malicious sites or weaponized Word documents with malicious macros. These macros created persistence on the compromised machines using two scheduled tasks designed to download secondary payloads, mainly Cobalt Strike Beacon.
Execution: During the first phase of Operation Cobalt Kitty, the OceanLotus Group operated a fileless PowerShell-based infrastructure using customized payloads from offensive frameworks like Cobalt Strike, PowerSploit, and Nishang. The attackers executed PowerShell scripts with embedded base64-encoded payloads to load additional scripts or fetch payloads from the command-and-control server.
Persistence: The OceanLotus Group established persistence on the network by using Windows registry, services, and scheduled tasks. They executed loader scripts at startup or at predetermined intervals, ensuring the continuous operation of their fileless in-memory payload delivery infrastructure.
Privilege Escalation: The OceanLotus Group used the Mimikatz credential dumping tool to obtain credentials, including user passwords, NTLM hashes, and Kerberos tickets. They customized and obfuscated over 10 different Mimikatz payloads to evade antivirus detection and used the stolen credentials to perform lateral movement and infect more machines.
Credential Access: The OceanLotus Group harvested credentials stored on compromised machines using the Mimikatz tool. They customized and obfuscated Mimikatz payloads to evade detection and used the stolen credentials to infect additional machines and leverage Windows built-in tools for lateral movement.
Discovery: The OceanLotus Group performed lateral movement and infected new machines during the third phase of Operation Cobalt Kitty. They harvested credentials from compromised machines to facilitate this process.
Lateral Movement: Using stolen credentials, the OceanLotus Group expanded their control within the network by infecting new machines and leveraging Windows built-in tools, pass-the-ticket, and pass-the-hash attacks.
Command and Control: The OceanLotus Group used HTTP and DNS Tunneling for command-and-control communication, and a novel backdoor that utilized Microsoft Outlook for command execution and data exfiltration.
Exfiltration: The OceanLotus Group exfiltrated data using a backdoor macro installed in Microsoft Outlook, which enabled them to execute commands, deploy tools, and steal valuable data from compromised machines.
Others: Operation Cobalt Kitty was a major cyber espionage APT carried out by the OceanLotus Group against a global corporation in Asia. The attackers continuously adapted their techniques and upgraded their arsenal to remain undetected. Cybereason was able to monitor and detect the entire attack lifecycle, from infiltration to exfiltration. The attackers' tools were not detected by traditional antivirus software, highlighting the sophistication of their methods and the importance of understanding behavioral patterns to combat APTs.",Defense Evasion,operation-cobalt-kitty,"Defense Evasion, Credential Access, Execution, Initial Access"
