Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
1815,327,327-Initial Access-T1566-Phishing,"After Earth Wendigo's execution phase, which involved manipulating webmail session keys and exploiting XSS vulnerabilities, leveraging malicious scripts for persistence, and configuring Service Worker scripts, which ATT&CK technique most likely occurred at the start of the attack to gain initial foothold?",T1106-Native API,T1566-Phishing,T1098.003-Additional Cloud Roles,T1566.003-Spearphishing via Service,"Initial Access: The Earth Wendigo campaign initiated their attack with spear-phishing emails containing obfuscated JavaScript. When victims opened the email on their webmail page, the JavaScript would load malicious scripts from a remote server to steal browser cookies and webmail session keys, append malicious scripts to email signatures for propagation, and exploit XSS vulnerabilities in the webmail system.","Execution: The malicious scripts executed by Earth Wendigo included cookie stealers and scripts that manipulated webmail session keys and browser cookies. Additionally, they exploited a webmail system's XSS vulnerability to inject malicious JavaScript permanently and registered a malicious JavaScript code to the Service Worker feature in web browsers.
Persistence: To maintain their foothold, Earth Wendigo used two methods: exploiting an XSS vulnerability in the webmail system's shortcut feature to inject malicious code, and registering a malicious JavaScript to the Service Worker script in the browser.
Defense Evasion: Earth Wendigo evaded detection by hiding malicious code inside CSS elements and leveraging the webmail system's search suggestion function to execute their script indirectly. They also manipulated email signatures and used Service Worker scripts to intercept and manipulate HTTPS requests.
Credential Access: The Service Worker script used by Earth Wendigo intercepted HTTPS POST requests to the webmail login API to steal username and password pairs, which were then sent to a remote server.
Command and Control: Earth Wendigo established a WebSocket connection between the victims' browsers and their WebSocket server to control the JavaScript backdoor and instruct it to read and exfiltrate emails from the webmail server.
Exfiltration: The JavaScript backdoor created by Earth Wendigo facilitated the exfiltration of mailbox content and attachments via a WebSocket connection to their server. The backdoor executed commands to collect and send email data back to the WebSocket server.
Others: Additional findings include the discovery of multiple malware variants used by Earth Wendigo, written in Python and compiled as Windows executables. These variants communicated with the same malicious domain used in the webmail server attacks and included shellcode loaders and backdoors. However, the specific code delivered by the command and control server could not be verified as the server was down during investigation.",T1566-Phishing,trendmicro.com-Earth Wendigo Injects JavaScript Backdoor for Mailbox Exfiltration,"T1566-Phishing, T1566.003-Spearphishing via Service, T1106-Native API, T1098.003-Additional Cloud Roles"
990,228,228-Exfiltration-T1041-Exfiltration Over C2 Channel,"Which ATT&CK technique most likely occurred after the HTTPChannel module enabled continuous communication with the C&C server for receiving commands and sending stolen data, and before screenshots, passwords, and files were encrypted with RC4 and sent in a POST request?",T1020-Automated Exfiltration,T1041-Exfiltration Over C2 Channel,T1574.009-Path Interception by Unquoted Path,T1555-Credentials from Password Stores,"Exfiltration: The CTI report describes the use of the msgPacket structure for exfiltrating information to the C&C server, such as screenshots, passwords, files, and more. The data is encrypted with RC4 and sent in a POST request to the C&C server.","Initial Access: The CTI report details an attack flow initiated by the APT28/Sofacy group using a Mac OS X Trojan named 'Komplex'. The attack begins with the Komplex Binder, which is an executable named 'roskosmos_2015-2025.app'. Its primary function is to save a second payload, the dropper, on the system and open a decoy PDF file. The Komplex Dropper's main role is to drop the final payload, ensuring persistence on the infected system by creating directories and modifying file permissions. The final payload, the Komplex Payload, is responsible for downloading and executing files as directed by the C&C servers. The report suggests that the XAgent malware is likely distributed via the Komplex malware.
Execution: The CTI report describes the initialization of the XAgent component's main module, BootXLoader, which checks for debugger presence and waits for internet connectivity before initializing communication with C&C servers. The MainHandler module starts and manages C&C commands and spying modules.
Persistence: The report indicates that the Komplex Dropper ensures persistence on the infected system by creating directories and modifying file permissions. Additionally, the Launcher module within XAgent is responsible for generating the malware's file path on the infected system and re-executing itself. The malware is located in a random directory within the '<UserHomedir>/Library/Assistants/.local/' path, with both the directory and filename picked from hardcoded lists.
Defense Evasion: The CTI report mentions that the XAgent component checks for the presence of a debugger during its initialization process and exits if one is found, as a means of defense evasion. Additionally, the Komplex Binder opens a decoy PDF file to distract the user while the actual payload is being executed.
Credential Access: The Password module within XAgent is used to obtain passwords from Firefox browser profiles, which are then saved to a file to be sent to the C&C servers.
Discovery: The InfoOS module within XAgent gathers information from the infected computer, such as IOPlatformUUID, process list, and operating system version. The RemoteShell module lists installed applications and iPhone backups.
Collection: The FileSystem module within XAgent is used for file management, including finding, deleting, executing, and creating files. The CameraShot module, although not implemented, suggests an intention to capture images, potentially for data collection purposes.
Command and Control: The CTI report details the communication process between the XAgent malware and the C&C servers. It starts by selecting a C&C server from a hardcoded list, sends a hello message, and then starts two main communication threads: one for receiving commands and one for sending data. The HTTPChannel module is used for continuous communication with the C&C server, receiving commands, and sending stolen data.
Others: The CTI report provides an overview of the APT28 group's targeting of Mac OS X users with the XAgent malware, highlighting the need for organizations to address computer security across all operating systems. Bitdefender, the CTI vendor, emphasizes the importance of unified security measures to prevent determined attackers from exploiting devices and networks.",T1041-Exfiltration Over C2 Channel,Bitdefender-Whitepaper-APT-Mac-A4-en-EN-web,"T1041-Exfiltration Over C2 Channel, T1020-Automated Exfiltration, T1555-Credentials from Password Stores, T1574.009-Path Interception by Unquoted Path"
282,136,136-Initial Access-T1189-Drive-by Compromise,"Upon executing encoded PowerShell command line scripts for defense evasion, which ATT&CK technique most likely took place before the Dropping Elephant threat actor established execution with UPX packed backdoors and additional malware from the C2 server?",T1189-Drive-by Compromise,T1071-Application Layer Protocol,T1199-Trusted Relationship,T1498.001-Direct Network Flood,"Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",T1189-Drive-by Compromise,The Dropping Elephant actor - Securelist,"T1189-Drive-by Compromise, T1199-Trusted Relationship, T1071-Application Layer Protocol, T1498.001-Direct Network Flood"
2404,395,395-Persistence-T1547-Boot or Logon Autostart Execution,"Which ATT&CK technique most likely occurred after the EVILNUM malware executed its Phantom script, which includes functionalities such as the 'DeleteLeftovers' function, and ensures persistence by modifying registry key locations based on the host's antivirus product?",T1112-Modify Registry,T1547-Boot or Logon Autostart Execution,T1574.009-Path Interception by Unquoted Path,T1565.002-Transmitted Data Manipulation,"Persistence: The EVILNUM agent ensures persistence through reboots by adding a registry key. The registry key location is modified based on the antivirus product detected on the host machine. If BitDefender or Avast is detected, the registry key is created at HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\. Otherwise, it is created at HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows. The key runs a shortcut file that maps to the core agent script.","Initial Access: Prevailion's Tailored Intelligence Team has detected two new criminal campaigns targeting the global financial industry with the EVILNUM malware, which began with a victim being enticed to follow a link to a file hosted on a widely-used cloud provider. The link led to a compressed folder containing trojanized files disguised as typical business interactions, part of 'Know Your Customer' banking procedures. These files used images of credit cards, driver's licenses, passports, and utility bills as decoys while executing a headless Javascript agent.
Execution: The EVILNUM malware, once executed, downloads a compressed folder with trojanized files that masquerade as PDFs and JPEGs. These files, when opened, display decoy images while running a script in the background. The script, written in Phantom for Windows OS, includes a function named 'DeleteLeftovers' to remove attack artifacts. The agent can upload and download files, run commands, steal cookies, access protected data, and is designed to persist through reboots by adding a registry key.
Defense Evasion: The EVILNUM malware uses various techniques to evade detection, including timestomping, modifying registry keys, and using hidden windows. It also includes logic to adapt its actions based on the antivirus products detected on the host machine. The malware removes artifacts of its presence and uses a one-way communication method to obtain the C2 address, making it elusive.
Credential Access: The EVILNUM agent has the capability to steal web session cookies, allowing it to access other protected data on the infected machine.
Collection: The agent collects data from the local system and stages it for exfiltration. It is capable of retrieving subsequent payloads, indicating it likely serves as a first stage agent.
Command and Control: The agent communicates with a C2 server by sending a GET request to check.php and registers with the C2 to obtain a unique identifier. It periodically checks web pages every 50 hours for one-way communications containing the C2 node address. The C2 responds with tasks for the agent to execute.
Exfiltration: The agent exfiltrates data over the command and control channel, including uploading harvested cookies and downloading files from the C2.
Others: Prevailion has shared findings with Cyber Threat Alliance members to deploy protections and disrupt malicious cyber actors. Recommendations include disabling Microsoft shortcut files on high-risk machines, segmenting them within the network, and monitoring network logs for abnormal connections to IP addresses associated with virtual private servers.",T1547-Boot or Logon Autostart Execution,Prevailion Blog_ Phantom in the Command Shell,"T1547-Boot or Logon Autostart Execution, T1574.009-Path Interception by Unquoted Path, T1112-Modify Registry, T1565.002-Transmitted Data Manipulation"
367,147,147-Discovery-T1033-System Owner/User Discovery,"After conducting system fingerprinting using commands like systeminfo.exe and tasklist.exe, which ATT&CK technique most likely occurred before FIN8 performed domain trust discovery using nltest.exe and ping.exe?",T1069.001-Local Groups,T1587.003-Digital Certificates,T1553-Subvert Trust Controls,T1033-System Owner/User Discovery,"Discovery: The attackers conducted system fingerprinting using commands like systeminfo.exe, tasklist.exe, ipconfig.exe, net.exe, whoami.exe, and netstat.exe. They also discovered the Domain Controller and performed domain trust discovery using commands like nltest.exe and ping.exe.","Initial Access: The FIN8 group, known for targeting retail, hospitality, and entertainment sectors, has been observed using a backdoor called BADHATCH to gain initial access to networks. The latest version of BADHATCH, v2.14, uses a malicious PowerShell command line to download and execute a script from a domain mapped by the sslip.io service, which is abused to evade detection. The script, identified by a hash value, employs base64 representations of shellcode for different architectures and uses a .NET binary to execute the shellcode in memory.
Execution: BADHATCH, once executed, can operate in two modes: CMD or POWERSHELL. In POWERSHELL mode, it launches powershell.exe with a command line that executes commands from a pipe using IEX. It supports custom commands such as info, Ping-Comp, Check-Port, Check-Share, psx, and GetComputerInfo. In CMD mode, it uses cmd.exe to execute a different set of commands, including spawn, proxy local, proxy bc, proxy status, ftp, steal, revert, and eventlog.
Persistence: FIN8 ensures persistence by using the WMI event subscription mechanism. A PowerShell script, indicated by the command line 'powershell.exe -nop -ep bypass -c c:\windows\temp\m.ps1 f9eef8b27ff68f41a8eb0b8739370640', sets up an event consumer named PerfData with a command line associated with it. This involves creating a WMI object named Win32_Base64Class with a property 'Prop' containing a base64 string of a .NET binary, which creates a svchost.exe process for code injection.
Privilege Escalation: The deployment of BADHATCH involves privilege escalation, as indicated by the execution of a script named sh-tmp.ps1, which likely escalates privileges since subsequent commands are executed on behalf of the SYSTEM user. The exact method of privilege escalation is not detailed, but it is associated with the use of the SYSTEM token and potentially involves impersonating tokens of processes like lsass.exe.
Defense Evasion: BADHATCH employs various defense evasion techniques, including the use of TLS encryption to conceal PowerShell commands and masquerading its communication with the C&C server as legitimate HTTP requests. It also uses a proxy to perform TLS encryption and redirection of decrypted data to the actual C&C application.
Credential Access: Credential dumping is suggested by the execution of a script named mimi.ps1, which is speculated to be related to Mimikatz. This is supported by telemetry data indicating that the PowerShell process read the memory of lsass.exe, which is a common target for credential dumping.
Lateral Movement: Lateral movement to the Domain Controller was achieved using wmic.exe to create a process on the DC and execute the BADHATCH deployment script. The output redirection to a local ADMIN$ share suggests the use of the wmiexec.py tool from Impacket.
Others: FIN8 has targeted victims in various countries, including the United States, Canada, South Africa, Puerto Rico, Panama, and Italy, across industries such as insurance, retail, technology, and chemicals. Bitdefender recommends separating POS networks, cybersecurity awareness training, integrating threat intelligence, and considering outsourcing security operations to Managed Detection and Response providers.",T1033-System Owner/User Discovery,Bitdefender-PR-Whitepaper-BADHATCH-creat5237-en-EN,"T1033-System Owner/User Discovery, T1069.001-Local Groups, T1553-Subvert Trust Controls, T1587.003-Digital Certificates"
563,172,172-Discovery-T1012-Query Registry,"After the malware ensured persistence by registering as a startup program or system service, which ATT&CK technique most likely occurred before the information including IP address, hostname, username, OS version, and Bitcoin wallet addresses from the registry key was uploaded to Dropbox?",T1129-Shared Modules,T1012-Query Registry,T1125-Video Capture,T1135-Network Share Discovery,"Discovery: The malware collected basic information such as IP address, hostname, username, OS version, and searched for Bitcoin wallet addresses in the registry key HKEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt. This information was uploaded to Dropbox with a log file named with the format %Y-%m-%d %H-%M-%S.log.","Initial Access: In July 2019, an APT attack targeted a customer's company, leading to the discovery of a new backdoor malware that uses Dropbox API for command and control (C&C) activities. The threat actor loaded a malicious DLL by leveraging the legitimate Windows Defender Core Process (MsMpEng.exe) with a legal digital signature. The infection process involved different loader filenames placed in C:\ProgramData\Microsoft, which called the function ServiceCrtMain from mpsvc.dll. The older variant of mpsvc.dll read shellcode from an English.rtf payload file, while the newer variant had hardcoded shellcode that would inject and execute to load additional shellcode from mpsvc.mui, ultimately releasing a fully functional backdoor executable.
Execution: The final malicious executable, released by the newer type of mpsvc.dll, had upgraded features, including the ability to interact with Dropbox API. It could bypass User Account Control (UAC) using a .NET technique disclosed in 2017 and had persistence mechanisms, either by registering as a startup program or as a system service.
Persistence: The malware ensured persistence by registering as a startup program in the registry path HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run if it lacked privileges, or as a system service if it had higher privileges.
Defense Evasion: The malware employed a UAC bypass technique using .NET, which was not new but had been disclosed in 2017. The threat actor only changed the GUID to evade detection.
Collection: The malware had recording features that included keylogging, clipboard logging, and screen recording. The screen recording files were named with the format [%y-%m-%d]%H-%M-%S.avi, while the key-log and clipboard log were encoded and saved with the filenames <hash>.pas and <hash>.log, respectively.
Command and Control: The malware could connect to a specific C&C server and send back data using fake HTTP POST requests. It also interacted with Dropbox, uploading and downloading files using the Dropbox API. The malware checked for a fake GIF file header in the bin.asc file downloaded from Dropbox before proceeding to a custom decoding phase to release the inject payload.
Others: The investigation revealed that the Dropbox API token was hardcoded in the malware. The Dropbox folder structure included a unique hash for each infected victim, log files, and payload files such as bin.asc. The malware's second stage involved establishing a connection to the C&C server and Dropbox, with Dropbox becoming a secondary C&C server with full remote control features if the primary C&C server's IP address was blocked. The malware could execute various commands, including listing drives, managing files, and opening terminals. The threat actor's approximate working hours were inferred from the decoded command files. Monitoring of the Dropbox tokens showed nearly 200 infected computers at the peak, with a drop in activity on August 21, 2019, when the threat actor cleared the Dropbox folder. The monitoring ended on September 20, 2019, when all tokens were revoked by the threat actor.",T1012-Query Registry,CLAMBLING - A New Backdoor Base On Dropbox (EN),"T1012-Query Registry, T1135-Network Share Discovery, T1125-Video Capture, T1129-Shared Modules"
2916,96,96-Defense Evasion-T1055-Process Injection,"After utilizing the AtomBombing technique to inject malicious code for defense evasion, which ATT&CK technique most likely occurred before exploiting atom tables to achieve execution?",T1542.003-Bootkit,T1055-Process Injection,T1106-Native API,T1546.016-Installer Packages,"Defense Evasion: The AtomBombing technique enables threat actors to bypass process-level restrictions by injecting malicious code into trusted processes, thereby evading security products. It also allows attackers to access context-specific data, such as screenshots, perform Man in the Browser (MitB) attacks, and access encrypted passwords. AtomBombing is a significant concern for security solutions as it does not require exploiting operating system bugs or vulnerabilities and cannot be fixed with a patch. Security products must monitor API calls for malicious activity to mitigate this technique.","Execution: On October 27, 2016, Tal Liberman authored a report revealing a new code injection technique called AtomBombing, which leverages the underlying Windows operating system mechanisms to inject malicious code and bypass security solutions. This technique affects all versions of Windows, including Windows 10, and cannot be patched as it relies on the operating system's design rather than a flaw. AtomBombing exploits atom tables, allowing threat actors to write malicious code into an atom table and manipulate legitimate programs to execute it. This technique is particularly concerning as it can bypass antivirus (AV), next-generation antivirus (NGAV), and other endpoint infiltration prevention solutions.",T1055-Process Injection,AtomBombing_ A Code Injection that Bypasses Current Security Solutions,"T1055-Process Injection, T1542.003-Bootkit, T1106-Native API, T1546.016-Installer Packages"
1353,272,272-Execution-T1203-Exploitation for Client Execution,"After targeting the US Government with a spear-phishing attack and exploiting CVE-2015-5119 through a link to a malicious Flash exploit, which ATT&CK technique most likely occurred during the execution phase as the shellcode was designed to install a payload using ActionScript classes?",T1211-Exploitation for Defense Evasion,T1614-System Location Discovery,T1129-Shared Modules,T1203-Exploitation for Client Execution,"Execution: The Flash exploit, named 'show.swf', contained ActionScript designed to execute shellcode for installing a payload. The ActionScript classes involved were MainClass.as, MyClass.as, MyClass1.as, MyClass2.as, MyUtils.as, and ShellWin32.as. The 'TryExpl' function within MyClass.as created a use-after-free condition to exploit CVE-2015-5119. Shared functions with a previous UPS attack exploiting CVE-2015-3113 were also observed, including data type manipulation, logging, and decrypting shellcode.","Initial Access: On July 8, 2015, Unit 42 identified a spear-phishing attack targeting the US Government, exploiting an Adobe Flash vulnerability (CVE-2015-5119) from the Hacking Team data breach. The attack involved a link to a Flash exploit hosted on rpt.perrydale[.]com and report.perrydale[.]com, both resolving to a Ukrainian IP 194.44.130.179, likely through DNS hijacking. The exploit, found at rpt.perrydale[.]com/en/show.swf and report.perrydale[.]com/ema/show.swf, retrieved a secondary payload, b.gif, from the same domains.
Defense Evasion: The malicious Flash file 'show.swf' attempted to exploit the vulnerability and execute shellcode to install a payload, with the payload embedded in an animated GIF image, 'b.gif'. However, the payload was not weaponized as it lacked an encrypted payload, possibly due to UPS's tactic of serving payloads only within limited time windows and to specific victim profiles.
Others: The attack shares similarities with a previous targeted attack attributed to the APT group known as UPS or APT3, using a Flash exploit leveraging CVE-2015-3113. The ActionScript classes and log messages in the malicious Flash files indicate attribution to UPS. The payload extraction and decryption technique from an animated GIF image was also used in the CVE-2015-3113 attacks. The shellcodes for CVE-2015-5119 and CVE-2015-3113 were found to be 99% similar. The attacks demonstrate how APT groups like UPS quickly leverage new vulnerabilities. SHA256 for the Flash exploit: a2fe113cc13acac2bb79a375f692b8ba5cc2fa880272adc7ab0d01f839e877ff. Domains involved: rpt.perrydale[.]com, report.perrydale[.]com, and IP 194.44.130.179.",T1203-Exploitation for Client Execution,apt.group.ups,"T1203-Exploitation for Client Execution, T1129-Shared Modules, T1211-Exploitation for Defense Evasion, T1614-System Location Discovery"
1033,231,231-Defense Evasion-T1553-Subvert Trust Controls,"After the Kingslayer backdoor was loaded via the malicious 'Alpha' software subversion, which ATT&CK technique most likely occurred before it evaded detection using a diurnal beacon sleep algorithm?",T1219-Remote Access Software,T1556.001-Domain Controller Authentication,T1027.014-Polymorphic Code,T1553-Subvert Trust Controls,"Defense Evasion: The Kingslayer backdoor employed a diurnal beacon sleep algorithm, configured to beacon to www.oraclesoft[.]net only between 1500 to 0000 UTC and on specific days of the week. The backdoor was signed with a stolen code signing private key from Alpha's software packaging system, which was compromised between 09 April 2015 to 25 April 2015. The backdoor's unusual beaconing pattern was designed to evade detection.","Initial Access: The CTI report details a sophisticated software supply-chain attack where a Trojan was inserted into legitimate software used by enterprise system administrators. The software, referred to as 'Alpha' for anonymity, was subverted at its distribution point with malicious, signed code in April 2015. Users who installed or updated the software within the subversion window received the malicious version, which attempted to load secondary payloads.
Command and Control: RSA Research sinkholed the domain www.oraclesoft[.]net to inform the Kingslayer investigation. The Kingslayer backdoor and the secondary malware, dubbed 'K2', used this domain for command and control (C2). K2 differed from the Kingslayer backdoor in its beaconing pattern, beaconing every ten minutes without a defined sleep period.
Others: The Kingslayer campaign was linked to the Codoso and Shell_Crew threat groups, sharing tactics and malware artifacts. The campaign targeted sysadmins of large enterprises, providing a strategic advantage for the attackers. RSA Research provided support to infected organizations and collaborated with industry partners. The Kingslayer backdoor was undetected by next-generation antivirus but was identified by RSA NetWitness Endpoint due to its floating code. The report includes a Yara signature for detecting Kingslayer artifacts and advises on investigating potential compromises.",T1553-Subvert Trust Controls,kingslayer-a-supply-chain-attack,"T1553-Subvert Trust Controls, T1027.014-Polymorphic Code, T1219-Remote Access Software, T1556.001-Domain Controller Authentication"
2100,363,363-Execution-T1203-Exploitation for Client Execution,Which ATT&CK technique most likely occurred after the attackers gained initial access through spear-phishing emails with weaponized DOCX documents and initiated a multi-stage infection chain leading to the execution of malicious code?,T1497.001-System Checks,T1203-Exploitation for Client Execution,T1573-Encrypted Channel,T1053.003-Cron,"Execution: The attackers leveraged old Microsoft Office vulnerabilities and a chain of in-memory loaders to install a previously unknown backdoor on victims' machines. The RTF files used in the attack were weaponized using a variant of a tool named RoyalRoad, which exploits Equation Editor vulnerabilities in Microsoft Word. The initial documents and RTF files initiated a multi-stage infection chain, ultimately leading to the execution of malicious code.","Initial Access: Check Point Research discovered an ongoing surveillance operation targeting a Southeast Asian government. The attackers used spear-phishing emails with malicious DOCX documents to gain initial access. These emails were sometimes spoofed to appear as if they were from other government-related entities. The attachments contained weaponized copies of legitimate-looking official documents that employed the remote template technique to retrieve the next stage from the attacker's server.
Persistence: The attackers established persistence by creating a scheduled task named 'Windows Update' that was intended to run the exported function 'StartW' from a DLL named '5.t' with 'rundll32.exe' once a day. This task was set up by the shellcode within the RTF document to maintain the foothold on the system.
Defense Evasion: The attackers employed anti-analysis and anti-debugging techniques throughout the infection chain. The loader used anti-sandboxing techniques and gathered data on the victim's computer, which was then encrypted and sent to the C&C server. The loader also decrypted and executed shellcode that was stored encrypted within the binary, using dynamic API resolving to hide its main functionality and avoid static detection of suspicious API calls.
Discovery: The loader gathered detailed information about the victim's computer, including hostname, OS name and version, system type, user name, and MAC addresses of networking adapters. It also queried WMI for anti-virus information. This data was collected for the attackers to assess the value of the compromised machine.
Collection: The backdoor installed by the attackers had capabilities to collect a wide range of data from the victim's system, including file manipulation, process and service information, screenshots, command execution, network tables, registry keys, and system information. This data collection was integral to the attackers' surveillance objectives.
Command and Control: The backdoor communicated with a C&C server using a configuration that contained the server IP and port. It sent a 'Start conversation' message and received a 'Get Victim Information' message in return. The communication was encrypted and followed a specific format involving XORed TypeID and Data with a 256-byte key.
Exfiltration: The backdoor was capable of exfiltrating data over the C&C channel. The communication protocol involved sending various types of data, including screenshots, files, and system information, back to the attackers through the established C&C channel.
Impact: The backdoor had the capability to shut down the victim's computer, which could be used to disrupt operations and impact the availability of the system.
Others: The operation was attributed to a Chinese APT group that has been refining its tools for at least 3 years. The C&C servers operated in a limited daily window, and the backdoor C&C server was hosted on a US-based provider widely used by multiple threat actors. The attackers' infrastructure included first-stage C&C servers hosted by cloud services in Asia and a backdoor C&C server hosted on Zenlayer. The activity cluster was attributed to a Chinese threat group based on artifacts and indicators such as the use of RoyalRoad RTF exploit building kit, the timing of C&C server activity, and submissions of test backdoor versions to VirusTotal from China.",T1203-Exploitation for Client Execution,SharpPanda_ Chinese APT Group Targets Southeast Asian Government With Previously Unknown Backdoor - Check Point Research,"T1203-Exploitation for Client Execution, T1053.003-Cron, T1573-Encrypted Channel, T1497.001-System Checks"
2085,360,360-Initial Access-T1189-Drive-by Compromise,"After RIG EK uses known browser vulnerabilities to obfuscate and execute publicly available exploits as part of obtaining capabilities, which ATT&CK technique most likely occurs before it runs an obfuscated PowerShell script to fetch malware from the C&C infrastructure?",T1562.003-Impair Command History Logging,T1189-Drive-by Compromise,T1078-Valid Accounts,T1203-Exploitation for Client Execution,"Initial Access: RIG EK delivers exploits to victims through malvertising, redirecting users to advertising pages that execute RIG exploits, or by visiting compromised sites with injected exploit kit javascript. This process is non-disruptive and requires limited interaction, aligning with the Drive-by Compromise technique.","Resource Development: RIG EK uses known browser vulnerabilities to execute commands on victim machines, which are slightly modified versions of publicly available exploits, usually obfuscated. This behavior falls under Obtain Capabilities and Compromise Infrastructure techniques. RIG EK also uses malvertising and compromised websites to redirect users to its landing page.
Execution: Upon successful execution on the victim machine, RIG EK runs an obfuscated PowerShell script to fetch malware from the C&C infrastructure, using Command and Scripting Interpreter and Exploitation for Client Execution techniques.
Defense Evasion: RIG EK uses proxy servers to make infections harder to detect and has an integrated Antivirus testing feature to check if the malware is detected by popular antivirus software.
Command and Control: RIG EK's infrastructure includes Virtual Dedicated Servers (VDS), proxy servers, and an API server. The API serves the exploit through the proxy server, which is a reverse proxy to the VDS. The exploit server detects the user's browser and returns the exploit code encrypted with a custom version of the RC4 algorithm.
Others: RIG EK has been active since 2014, distributing various types of malware, including Dridex, RaccoonStealer, and SmokeLoader. It targets machines running outdated versions of Internet Explorer. With new exploits added to its arsenal, RIG EK achieved a 30% exploitation rate in 2022. The exploit kit operates as a service model, distributing different types of malware for various threat actors. It has intercepted victim traffic from 207 countries, with the most successful campaigns in Russia, Mexico, Brazil, and the Middle East. The highest exploit try rates and successful infections occurred on Tuesdays, Wednesdays, and Thursdays. RIG EK's operators have a close relationship with the developer of Dridex malware.",T1189-Drive-by Compromise,[RIG] RIG Exploit Kit_ In-Depth Analysis,"T1189-Drive-by Compromise, T1078-Valid Accounts, T1203-Exploitation for Client Execution, T1562.003-Impair Command History Logging"
